title,url
新建空间,https://developer.work.weixin.qq.com/document/path/93655
重命名空间,https://developer.work.weixin.qq.com/document/path/97856
解散空间,https://developer.work.weixin.qq.com/document/path/97857
获取空间信息,https://developer.work.weixin.qq.com/document/path/97858
添加成员/部门,https://developer.work.weixin.qq.com/document/path/93656
移除成员/部门,https://developer.work.weixin.qq.com/document/path/97875
安全设置,https://developer.work.weixin.qq.com/document/path/97876
获取邀请链接,https://developer.work.weixin.qq.com/document/path/97877
获取空间信息,https://developer.work.weixin.qq.com/document/path/97878
获取文件列表,https://developer.work.weixin.qq.com/document/path/93657
上传文件,https://developer.work.weixin.qq.com/document/path/97880
文件分块上传,https://developer.work.weixin.qq.com/document/path/98004
下载文件,https://developer.work.weixin.qq.com/document/path/97881
新建文件夹/文档,https://developer.work.weixin.qq.com/document/path/97882
重命名文件,https://developer.work.weixin.qq.com/document/path/97883
移动文件,https://developer.work.weixin.qq.com/document/path/97884
删除文件,https://developer.work.weixin.qq.com/document/path/97885
获取文件信息,https://developer.work.weixin.qq.com/document/path/97886
新增成员,https://developer.work.weixin.qq.com/document/path/93658
删除成员,https://developer.work.weixin.qq.com/document/path/97888
分享设置,https://developer.work.weixin.qq.com/document/path/97889
获取分享链接,https://developer.work.weixin.qq.com/document/path/97890
获取文件权限信息,https://developer.work.weixin.qq.com/document/path/97891
修改文件安全设置,https://developer.work.weixin.qq.com/document/path/97892
