title,url
获取会议录制列表,https://developer.work.weixin.qq.com/document/path/98192
获取录制文件访问统计,https://developer.work.weixin.qq.com/document/path/98209
修改会议录制共享设置,https://developer.work.weixin.qq.com/document/path/98208
删除会议录制,https://developer.work.weixin.qq.com/document/path/98206
删除单个录制文件,https://developer.work.weixin.qq.com/document/path/98207
获取单个录制文件详情,https://developer.work.weixin.qq.com/document/path/98205
获取会议录制地址,https://developer.work.weixin.qq.com/document/path/98196
获取录制转写段落信息,https://developer.work.weixin.qq.com/document/path/98212
获取录制转写详情,https://developer.work.weixin.qq.com/document/path/98211
获取录制转写搜索结果,https://developer.work.weixin.qq.com/document/path/98213
分配高级功能账号,https://developer.work.weixin.qq.com/document/path/99508
取消高级功能账号,https://developer.work.weixin.qq.com/document/path/99509
获取高级功能账号列表,https://developer.work.weixin.qq.com/document/path/99510
